file,url,url 2
conference-may13.html,https://f2bf.icscanada.edu/conference-may13,
f2bf-courses.html,https://f2bf.icscanada.edu/f2bf-courses,https://f2bf.icscanada.edu/courses
f2bf-program.html,https://f2bf.icscanada.edu/f2bf-program,
f2bf-community.html,https://f2bf.icscanada.edu/f2bf-community,
f2bf-events.html,https://f2bf.icscanada.edu/events,
f2bf-landing.html,https://f2bf.icscanada.edu/,
f2bf-resource.html,https://f2bf.icscanada.edu/f2bf-resource,
